X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,Machining_Process,tool_condition
198.0,0.025,6.25,198.0,0.0,0.0,-0.939,0.023,329.0,0.869,-1.93e-06,158.0,-0.025,-12.5,158.0,0.0,0.0,0.694,0.0166,327.0,0.356,3.96e-07,119.0,0.025,6.25,119.0,0.0,0.0,-486.0,0.002,0.5,-486.0,0.0,0.0,0.523,2.72e-19,328.0,0.0,2.93e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,1.14,0.0214,329.0,2.11,0.0,158.0,0.05,18.8,158.0,0.0,0.0,-0.0945,0.0194,328.0,1.61,-2.2e-07,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,0.001,0.5,-486.0,0.0,0.0,1.11,2.72e-19,329.0,0.0,-2.42e-06,1,0
198.0,0.0,6.25,198.0,0.0,0.0,0.339,0.0308,329.0,1.99,-2.63e-06,158.0,0.0,0.0,158.0,0.0,0.0,-1.06,0.0158,327.0,2.7,0.0,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,0.0,0.0,-486.0,0.0,0.0,0.555,2.72e-19,329.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,0.34,0.0353,329.0,1.3,0.0,158.0,-0.025,-12.5,158.0,0.0,0.0,-0.257,0.0176,327.0,2.16,5.35e-07,119.0,0.025,6.25,119.0,0.0,0.0,-486.0,0.001,0.25,-486.0,0.0,0.0,0.248,2.72e-19,329.0,0.0,9.08e-06,1,0
198.0,0.075,31.3,198.0,0.0,0.0,-0.619,0.0185,329.0,0.997,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.694,0.0184,328.0,0.269,3.23e-07,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,0.0,0.0,-486.0,0.0,0.0,-0.95,2.72e-19,329.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.1,0.0228,329.0,0.871,1.49e-06,158.0,0.05,18.8,158.0,0.0,0.0,-1.21,0.0219,328.0,2.73,5.83e-07,119.0,0.0,-6.25,119.0,0.0,0.0,-486.0,-0.001,0.0,-486.0,0.0,0.0,-0.0273,2.72e-19,329.0,0.0,-2.39e-06,1,0
142.0,-3.4,12.5,142.0,-3.49,11.1,-4.5,0.105,326.0,12.7,0.000692,90.6,4.65,-37.5,90.6,4.88,8.04,6.92,0.1,324.0,11.4,0.000997,29.5,0.0,0.0,29.5,0.0,0.0,66.7,53.3,-40.9,67.1,53.3,0.0,24.4,0.935,322.0,118.0,0.18,1,0
142.0,-2.22,62.5,142.0,-2.34,12.6,-5.5,0.0934,326.0,7.98,0.000462,91.1,5.35,18.8,91.1,5.53,5.41,7.9,0.135,324.0,15.1,0.00159,29.5,0.0,0.0,29.5,0.0,0.0,71.8,53.2,-63.6,72.3,53.3,9.54e-07,28.3,1.11,317.0,118.0,0.213,1,0
142.0,-1.05,31.3,142.0,-1.02,13.5,-3.88,0.0683,326.0,4.99,0.000194,91.7,5.68,-18.8,91.7,5.91,2.4,5.0,0.0905,325.0,14.1,0.00111,29.5,0.0,0.0,29.5,0.0,0.0,77.1,53.5,59.5,77.6,53.3,0.0,21.5,0.907,315.0,114.0,0.17,1,0
141.0,-0.125,-50.0,141.0,0.0,0.0,-2.54,0.0504,326.0,5.48,-1.54e-05,92.2,5.47,1060.0,92.2,6.0,0.0,22.8,0.355,324.0,23.8,0.00534,29.5,0.0,0.0,29.5,0.0,0.0,82.7,53.3,-12.1,83.1,53.3,0.0,21.2,0.875,323.0,117.0,0.168,1,0
141.0,0.1,31.3,141.0,0.0,0.0,-3.04,0.067,326.0,3.86,2.11e-05,92.7,6.2,-37.5,92.8,6.0,0.0,7.81,0.103,324.0,10.7,0.00131,29.5,0.0,0.0,29.5,0.0,0.0,87.8,53.3,-27.3,88.3,53.3,0.0,23.6,1.04,317.0,117.0,0.2,1,0
141.0,0.075,18.8,141.0,0.0,0.0,-3.59,0.0684,326.0,3.46,5.41e-05,93.3,6.38,50.0,93.4,6.0,0.0,5.84,0.12,325.0,14.5,0.00157,29.5,0.0,0.0,29.5,0.0,0.0,93.1,53.4,39.1,93.6,53.3,0.0,21.4,0.814,316.0,117.0,0.155,1,0
141.0,-0.075,-37.5,141.0,0.0,0.0,-2.54,0.0528,326.0,4.67,-1.86e-05,94.0,6.4,68.7,94.0,2.0,-875.0,4.57,0.129,324.0,15.8,0.00173,29.5,0.0,0.0,29.5,0.0,0.0,98.5,53.3,-26.3,99.1,53.3,9.54e-07,24.6,0.824,323.0,120.0,0.157,1,0
141.0,0.075,31.3,141.0,0.0,0.0,-3.34,0.0653,326.0,3.14,3.08e-05,94.5,5.8,-62.5,94.5,6.0,0.0,4.92,0.0726,325.0,12.0,0.000807,29.5,0.0,0.0,29.5,0.0,0.0,104.0,53.3,8.12,104.0,53.3,0.0,22.0,1.02,316.0,118.0,0.197,1,0
141.0,0.025,12.5,141.0,0.0,0.0,-2.59,0.0646,326.0,4.0,4.03e-05,95.1,5.9,-56.3,95.1,6.0,0.0,4.39,0.067,324.0,12.7,0.000821,29.5,0.0,0.0,29.5,0.0,0.0,109.0,53.3,-12.9,110.0,53.3,0.0,26.9,0.954,316.0,118.0,0.184,1,0
141.0,0.025,6.25,141.0,0.0,0.0,-4.14,0.0636,326.0,1.98,4.98e-05,95.7,6.07,-12.5,95.7,6.0,0.0,3.14,0.0609,324.0,12.2,0.000775,29.5,0.0,0.0,29.5,0.0,0.0,114.0,53.4,13.2,115.0,53.3,0.0,17.9,0.822,317.0,116.0,0.158,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.1,0.023,329.0,0.421,2.03e-06,158.0,0.0,0.0,158.0,0.0,0.0,0.699,0.0263,328.0,0.259,0.0,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.0666,2.75e-19,329.0,0.0,-2.04e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.299,0.0314,329.0,1.27,2.19e-06,158.0,0.025,12.5,158.0,0.0,0.0,-0.26,0.017,327.0,1.4,7.39e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,-0.25,339.0,0.0,0.0,0.35,2.75e-19,329.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.58,0.0255,329.0,1.21,1.96e-06,158.0,0.025,12.5,158.0,0.0,0.0,-1.7,0.0158,327.0,3.46,1.83e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,-0.001,-0.25,339.0,0.0,0.0,0.054,2.75e-19,329.0,0.0,-9.63e-07,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.26,0.0267,329.0,0.622,2e-06,158.0,0.025,12.5,158.0,0.0,0.0,-1.54,0.0311,327.0,3.03,3.35e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.00075,0.188,339.0,0.0,0.0,0.054,2.75e-19,328.0,0.0,1.16e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.3,0.0208,328.0,0.933,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.699,0.0178,327.0,0.829,8.39e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.363,2.75e-19,328.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.74,0.0204,329.0,2.01,3.95e-06,158.0,0.0,0.0,158.0,0.0,0.0,-0.0998,0.0156,327.0,1.15,4.87e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,-0.25,339.0,0.0,0.0,-0.0238,2.75e-19,329.0,0.0,-7.98e-07,1,0
198.0,-0.05,-12.5,198.0,0.0,0.0,-0.3,0.0215,329.0,0.71,1.08e-06,158.0,0.025,12.5,158.0,0.0,0.0,0.859,0.0163,327.0,0.555,1.11e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,-0.25,339.0,0.0,0.0,0.26,2.75e-19,329.0,0.0,-9.62e-07,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.42,0.023,329.0,0.685,0.0,158.0,0.05,18.8,158.0,0.0,0.0,0.379,0.016,327.0,0.539,5.71e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.25,339.0,0.0,0.0,0.054,2.75e-19,329.0,0.0,-1.11e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,0.0204,0.0338,329.0,1.49,3.56e-06,158.0,0.025,12.5,158.0,0.0,0.0,0.379,0.0252,327.0,1.05,1.47e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.25,339.0,0.0,0.0,0.0666,2.75e-19,328.0,0.0,1.38e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,2.1,0.0291,329.0,4.83,5.52e-06,158.0,0.0,0.0,158.0,0.0,0.0,-0.26,0.0161,327.0,1.4,-1.06e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.157,2.75e-19,328.0,0.0,1.29e-06,1,0
198.0,0.025,6.25,198.0,0.0,0.0,0.181,0.018,329.0,1.36,0.0,158.0,0.025,12.5,158.0,0.0,0.0,0.0688,0.0162,328.0,1.63,0.0,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,0.001,0.5,-486.0,0.0,0.0,0.215,2.72e-19,329.0,0.0,2.32e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.14,0.0445,329.0,1.48,0.0,158.0,0.0,0.0,158.0,0.0,0.0,-0.264,0.0163,328.0,1.07,2.42e-07,119.0,0.0,-6.25,119.0,0.0,0.0,-486.0,0.0,-0.438,-486.0,0.0,0.0,0.523,2.72e-19,329.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.14,0.0229,329.0,0.834,-1.3e-06,158.0,0.0,0.0,158.0,0.0,0.0,0.211,0.015,328.0,0.609,4.65e-07,119.0,-0.025,-6.25,119.0,0.0,0.0,-486.0,0.001,0.5,-486.0,0.0,0.0,0.00509,2.72e-19,329.0,0.0,1.73e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.459,0.02,329.0,1.07,7.06e-07,158.0,0.025,12.5,158.0,0.0,0.0,0.382,0.0151,328.0,0.899,3.42e-07,119.0,-0.025,-12.5,119.0,0.0,0.0,-486.0,0.0,0.25,-486.0,0.0,0.0,0.556,2.72e-19,329.0,0.0,-2.87e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.14,0.0184,329.0,1.46,1.34e-06,158.0,0.075,31.3,158.0,0.0,0.0,0.845,0.036,328.0,1.24,-6.96e-07,119.0,-0.025,-12.5,119.0,0.0,0.0,-486.0,-0.001,-0.5,-486.0,0.0,0.0,0.831,2.72e-19,329.0,0.0,2.38e-06,1,0
198.0,-0.025,-12.5,198.0,0.0,0.0,-0.14,0.0167,329.0,1.07,1.59e-06,158.0,0.05,18.8,158.0,0.0,0.0,-2.81,0.0238,328.0,4.61,-7.32e-07,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,-0.001,-0.5,-486.0,0.0,0.0,0.863,2.72e-19,329.0,0.0,0.0,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.9,0.0326,329.0,1.53,0.0,158.0,0.05,-12.5,158.0,0.0,0.0,0.218,0.0165,328.0,0.731,-4.5e-07,119.0,-0.025,-12.5,119.0,0.0,0.0,-486.0,0.001,0.5,-486.0,0.0,0.0,0.491,2.72e-19,329.0,0.0,1.93e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.42,0.0173,329.0,1.77,-6.49e-07,158.0,0.0,0.0,158.0,0.0,0.0,1.01,0.0142,328.0,0.38,3.23e-07,119.0,-0.025,-12.5,119.0,0.0,0.0,-486.0,-0.001,0.0,-486.0,0.0,0.0,-0.0598,2.72e-19,329.0,0.0,-2.33e-06,1,0
198.0,-0.025,-12.5,198.0,0.0,0.0,1.14,0.0213,329.0,1.79,6.95e-07,158.0,0.025,0.0,158.0,0.0,0.0,0.212,0.0166,328.0,0.747,-6.42e-07,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,0.001,0.25,-486.0,0.0,0.0,0.28,2.72e-19,329.0,0.0,6.34e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,0.02,0.0187,329.0,1.1,0.0,158.0,0.05,12.5,158.0,0.0,0.0,0.0684,0.0145,328.0,1.86,-8.02e-07,119.0,0.0,0.0,119.0,0.0,0.0,-486.0,-0.001,-0.5,-486.0,0.0,0.0,0.215,2.72e-19,329.0,0.0,-2.59e-06,1,0
150.0,-5.82,6.25,150.0,-6.0,0.0,-6.08,0.118,322.0,15.5,0.00146,73.0,-0.025,-6.25,73.0,0.0,0.0,0.859,0.0183,321.0,1.6,2.78e-06,29.5,0.0,0.0,29.5,0.0,0.0,-473.0,51.3,126.0,-473.0,52.2,100.0,66.4,3.03,290.0,130.0,0.568,1,0
149.0,-5.85,68.7,149.0,-6.0,0.0,-5.28,0.088,326.0,14.2,0.00111,73.0,-0.025,-12.5,73.0,0.0,0.0,0.38,0.0225,325.0,1.82,0.0,29.5,0.0,0.0,29.5,0.0,0.0,-468.0,53.4,15.3,-467.0,53.3,0.0,14.0,0.882,318.0,120.0,0.17,1,0
148.0,-6.03,37.5,148.0,-6.0,0.0,-4.52,0.077,326.0,13.1,0.000943,73.0,-0.05,-12.5,73.0,0.0,0.0,1.82,0.0239,325.0,0.177,1.97e-06,29.5,0.0,0.0,29.5,0.0,0.0,-462.0,53.3,-6.63,-462.0,53.3,0.0,21.7,0.772,319.0,119.0,0.147,1,0
148.0,-5.85,75.0,148.0,-6.0,0.0,-4.49,0.0833,326.0,15.1,0.000991,73.0,-0.025,-12.5,73.0,0.0,0.0,-0.0991,0.0186,325.0,3.25,1.4e-06,29.5,0.0,0.0,29.5,0.0,0.0,-457.0,53.5,29.1,-456.0,53.3,0.0,15.8,0.803,319.0,115.0,0.153,1,0
147.0,-6.05,-43.8,147.0,-6.0,0.0,-4.42,0.106,326.0,15.2,0.00135,73.0,-0.05,-18.8,73.0,0.0,0.0,0.22,0.0203,325.0,3.21,-1.41e-06,29.5,0.0,0.0,29.5,0.0,0.0,-449.0,53.4,15.6,-448.0,53.3,0.0,22.3,0.909,321.0,115.0,0.175,1,0
146.0,-1.33,-169.0,146.0,-6.0,-125.0,-16.2,0.251,326.0,14.4,0.00175,73.0,0.025,12.5,73.0,0.0517,7.72,1.34,0.0239,325.0,0.177,1.2e-06,29.5,0.0,0.0,29.5,0.0,0.0,-442.0,53.2,-47.3,-442.0,53.3,0.0,27.3,0.871,318.0,119.0,0.165,1,0
145.0,-5.8,31.3,145.0,-5.9,1.37,-5.71,0.111,326.0,13.9,0.00134,73.1,0.975,-43.8,73.1,1.1,7.43,5.54,0.0835,325.0,6.76,0.000199,29.5,0.0,0.0,29.5,0.0,0.0,-435.0,53.2,-42.6,-434.0,53.3,9.54e-07,26.4,1.03,319.0,115.0,0.198,1,0
145.0,-5.65,50.0,145.0,-5.71,2.3,-6.35,0.102,326.0,13.7,0.00122,73.2,1.75,-12.5,73.2,1.84,7.2,4.97,0.0836,325.0,7.94,0.00032,29.5,0.0,0.0,29.5,0.0,0.0,-430.0,53.5,61.4,-429.0,53.3,0.0,14.7,0.784,319.0,118.0,0.149,1,0
144.0,-5.4,0.0,144.0,-5.44,3.18,-6.75,0.109,326.0,12.8,0.00132,73.4,2.65,0.0,73.5,2.54,6.86,2.52,0.0802,325.0,9.59,0.000391,29.5,0.0,0.0,29.5,0.0,0.0,-424.0,53.2,-38.0,-424.0,53.3,0.0,25.4,1.03,319.0,120.0,0.198,1,0
198.0,0.025,18.8,198.0,0.0,0.0,1.3,0.0366,329.0,3.56,0.0,158.0,0.0,0.0,158.0,0.0,0.0,-0.579,0.0166,327.0,2.0,0.0,119.0,0.0,0.0,119.0,0.0,0.0,339.0,-0.00175,-0.625,339.0,0.0,0.0,0.247,2.75e-19,328.0,0.0,-1.22e-06,1,0
198.0,-0.025,-12.5,198.0,0.0,0.0,-0.14,0.0231,329.0,0.637,4.45e-06,158.0,0.025,12.5,158.0,0.0,0.0,-0.9,0.0355,328.0,2.94,-8.76e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.363,2.75e-19,329.0,0.0,3.01e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-1.26,0.0216,329.0,1.5,3.27e-06,158.0,0.025,12.5,158.0,0.0,0.0,-1.06,0.0176,327.0,2.57,-5.87e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.001,0.5,339.0,0.0,0.0,-0.0238,2.75e-19,329.0,0.0,1.76e-06,1,0
198.0,0.025,6.25,198.0,0.0,0.0,-1.1,0.023,329.0,0.464,-1.51e-06,158.0,0.025,12.5,158.0,0.0,0.0,0.38,0.0285,327.0,0.536,2.14e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.0917,2.75e-19,329.0,0.0,7.48e-07,1,0
198.0,-0.025,-12.5,198.0,0.0,0.0,-1.26,0.0222,329.0,0.984,1.63e-06,158.0,0.025,12.5,158.0,0.0,0.0,-0.58,0.0171,327.0,2.16,5.9e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,-0.001,-0.0625,339.0,0.0,0.0,0.453,2.75e-19,329.0,0.0,-1.21e-06,1,0
198.0,0.025,6.25,198.0,0.0,0.0,-0.46,0.0204,329.0,1.35,0.0,158.0,0.025,12.5,158.0,0.0,0.0,-1.06,0.0169,327.0,2.82,0.0,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.001,0.25,339.0,0.0,0.0,0.157,2.75e-19,328.0,0.0,-9.48e-07,1,0
198.0,0.025,6.25,198.0,0.0,0.0,-0.458,0.019,329.0,0.952,-3.38e-06,158.0,0.0,0.0,158.0,0.0,0.0,1.18,0.0241,327.0,0.559,1.92e-06,119.0,0.0,0.0,119.0,0.0,0.0,339.0,-0.001,-0.5,339.0,0.0,0.0,0.26,2.75e-19,329.0,0.0,-1.22e-06,1,0
198.0,0.025,0.0,198.0,0.0,0.0,-0.938,0.026,329.0,0.555,4.55e-06,158.0,0.0,0.0,158.0,0.0,0.0,0.859,0.0188,327.0,0.594,0.0,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.157,2.75e-19,329.0,0.0,8.59e-07,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.3,0.0299,328.0,0.634,-1.7e-06,158.0,0.0,0.0,158.0,0.0,0.0,0.0599,0.0156,327.0,0.696,-9.06e-07,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.001,0.5,339.0,0.0,0.0,0.26,2.75e-19,329.0,0.0,-1.19e-06,1,0
198.0,0.0,0.0,198.0,0.0,0.0,-0.939,0.0257,329.0,0.69,0.0,158.0,0.0,6.25,158.0,0.0,0.0,-0.419,0.0198,327.0,1.92,0.0,119.0,0.0,0.0,119.0,0.0,0.0,339.0,0.0,-0.25,339.0,0.0,0.0,0.26,2.75e-19,329.0,0.0,9.65e-07,1,0
149.0,0.0,0.0,149.0,0.0,0.0,-0.0652,0.0196,328.0,0.643,-5.09e-07,105.0,0.0,0.0,105.0,0.0,0.0,-0.045,0.0169,326.0,1.78,1.35e-07,64.8,49.9,-31.3,65.3,50.0,0.0,339.0,2.57,-16.3,339.0,0.0,0.0,-0.386,2.75e-19,327.0,0.0,-0.000111,1,0
149.0,0.025,12.5,149.0,0.0,0.0,1.31,0.0199,328.0,4.27,0.0,105.0,0.0,-6.25,105.0,0.0,0.0,1.1,0.0144,326.0,2.63,-1.72e-07,69.6,50.0,-12.5,70.1,50.0,0.0,339.0,0.261,-27.4,339.0,0.0,0.0,0.267,2.75e-19,328.0,0.0,9.3e-06,1,0
149.0,-0.025,-6.25,149.0,0.0,0.0,0.511,0.0153,328.0,0.413,1.63e-06,105.0,0.0,0.0,105.0,0.0,0.0,-0.089,0.0135,326.0,1.97,-1.18e-06,74.8,50.0,-43.8,75.3,50.0,0.0,339.0,-0.001,0.25,339.0,0.0,0.0,0.157,2.75e-19,327.0,0.0,1.09e-06,1,0
149.0,0.025,12.5,149.0,0.0,0.0,0.272,0.0154,328.0,0.162,1.02e-06,105.0,0.0,0.0,105.0,0.0,0.0,-0.518,0.0146,326.0,0.164,0.0,79.6,50.1,0.0,80.1,50.0,0.0,339.0,0.00075,0.188,339.0,0.0,0.0,-0.0364,2.75e-19,327.0,0.0,7.62e-07,1,0
149.0,0.0,-6.25,149.0,0.0,0.0,0.00847,0.0129,327.0,0.619,-4.51e-07,105.0,0.0,0.0,105.0,0.0,0.0,1.1,0.0151,326.0,2.59,-2.09e-08,84.6,50.1,12.5,85.1,50.0,0.0,339.0,0.0,0.25,339.0,0.0,0.0,0.363,2.75e-19,327.0,0.0,0.0,1,0
149.0,0.025,12.5,149.0,0.0,0.0,-0.856,0.0186,327.0,1.32,1.02e-06,105.0,0.0,0.0,105.0,0.0,0.0,-1.11,0.0154,326.0,0.854,2.98e-08,89.6,50.2,25.0,90.1,50.0,0.0,339.0,0.0,0.0,339.0,0.0,0.0,0.247,2.75e-19,327.0,0.0,-1.11e-06,1,0
149.0,0.025,12.5,149.0,0.0,0.0,0.272,0.0341,327.0,0.36,-3.92e-07,105.0,0.0,0.0,105.0,0.0,0.0,-0.429,0.0142,326.0,0.583,3.64e-07,95.0,49.9,0.0,95.5,50.0,0.0,339.0,0.001,0.25,339.0,0.0,0.0,0.157,2.75e-19,327.0,0.0,0.0,1,0
149.0,-0.025,-6.25,149.0,0.0,0.0,2.56,0.0234,327.0,7.14,0.0,105.0,0.0,6.25,105.0,0.0,0.0,1.18,0.017,326.0,3.73,0.0,99.8,50.0,-37.5,100.0,50.0,0.0,339.0,0.0,0.188,339.0,0.0,0.0,0.35,2.75e-19,327.0,0.0,1.34e-06,1,0
149.0,-0.025,-6.25,149.0,0.0,0.0,0.873,0.0289,327.0,1.32,7.9e-07,105.0,0.0,0.0,105.0,0.0,0.0,0.976,0.0145,326.0,4.06,-2.89e-07,105.0,50.0,-12.5,105.0,50.0,0.0,339.0,-0.00075,-0.375,339.0,0.0,0.0,0.272,2.75e-19,327.0,0.0,-9.58e-07,1,0
149.0,-0.025,-12.5,149.0,0.0,0.0,-0.0906,0.0307,328.0,1.3,-1.52e-06,105.0,0.0,0.0,105.0,0.0,0.0,-0.385,0.0176,326.0,1.4,-4.04e-07,110.0,50.0,-50.0,110.0,50.0,0.0,339.0,-0.00075,-0.188,339.0,0.0,0.0,0.363,2.75e-19,328.0,0.0,-1.2e-06,1,0
147.0,5.28,6.25,147.0,5.4,3.97,6.07,0.111,326.0,13.8,0.00123,74.9,-2.8,0.0,74.9,-2.61,8.15,-4.73,0.0961,325.0,9.87,0.000556,29.5,0.0,0.0,29.5,0.0,0.0,-312.0,53.2,-39.6,-312.0,53.3,0.0,23.6,1.02,319.0,117.0,0.196,1,0
147.0,5.78,-25.0,147.0,5.73,2.7,4.05,0.0814,326.0,13.4,0.000949,74.6,-1.75,68.7,74.6,-1.77,8.66,-3.88,0.0685,325.0,8.41,0.000246,29.5,0.0,0.0,29.5,0.0,0.0,-307.0,53.4,36.2,-306.0,53.3,0.0,21.3,0.794,319.0,118.0,0.151,1,0
148.0,5.75,-31.3,148.0,5.93,1.37,6.0,0.106,326.0,13.9,0.00129,74.5,-0.775,68.7,74.5,-0.885,8.97,-3.46,0.0524,325.0,6.63,9.54e-05,29.5,0.0,0.0,29.5,0.0,0.0,-302.0,53.3,-24.9,-301.0,53.3,9.54e-07,21.4,0.91,319.0,117.0,0.176,1,0
148.0,5.88,-62.5,148.0,1.08,-937.0,6.64,0.0943,326.0,13.2,0.00118,74.5,-0.025,31.3,74.5,-0.000599,4.12,-4.66,0.0882,325.0,6.78,1.4e-05,29.5,0.0,0.0,29.5,0.0,0.0,-296.0,53.3,8.5,-296.0,53.3,0.0,19.7,1.01,318.0,119.0,0.194,1,0
149.0,5.93,-43.8,149.0,6.0,0.0,4.42,0.0706,326.0,13.4,0.000845,74.5,0.125,56.3,74.5,0.0,0.0,-4.34,0.0707,325.0,4.99,0.0,29.5,0.0,0.0,29.5,0.0,0.0,-291.0,53.3,-5.88,-290.0,53.3,0.0,25.0,0.914,319.0,118.0,0.176,1,0
149.0,6.03,-18.8,149.0,6.0,0.0,3.72,0.0708,326.0,13.4,0.000897,74.5,0.1,50.0,74.5,0.0,0.0,-4.51,0.0687,325.0,4.93,2.16e-05,29.5,0.0,0.0,29.5,0.0,0.0,-286.0,53.4,11.9,-285.0,53.3,0.0,16.2,0.798,319.0,118.0,0.154,1,0
150.0,5.95,6.25,150.0,6.0,0.0,4.68,0.0965,326.0,14.8,0.00126,74.5,0.1,43.8,74.5,0.0,0.0,-4.51,0.07,325.0,4.84,2.21e-05,29.5,0.0,0.0,29.5,0.0,0.0,-280.0,53.3,3.81,-280.0,53.3,0.0,22.9,0.929,318.0,117.0,0.179,1,0
151.0,5.78,-50.0,151.0,6.0,0.0,6.47,0.102,326.0,14.1,0.00131,74.5,0.1,50.0,74.5,0.0,0.0,-4.98,0.0689,325.0,4.41,3.26e-05,29.5,0.0,0.0,29.5,0.0,0.0,-275.0,53.3,-28.9,-274.0,53.3,9.54e-07,25.5,1.0,319.0,116.0,0.194,1,0
151.0,5.88,-75.0,151.0,6.0,0.0,5.57,0.0891,326.0,14.0,0.00114,74.5,0.1,50.0,74.5,0.0,0.0,-4.5,0.0703,325.0,4.3,0.0,29.5,0.0,0.0,29.5,0.0,0.0,-270.0,53.5,56.4,-269.0,53.3,0.0,14.6,0.781,318.0,117.0,0.149,1,0
152.0,6.1,0.0,152.0,6.0,0.0,4.18,0.0799,326.0,13.4,0.000983,74.5,0.125,56.3,74.5,0.0,0.0,-4.5,0.0713,324.0,4.6,0.0,29.5,0.0,0.0,29.5,0.0,0.0,-264.0,53.2,-30.1,-264.0,53.3,0.0,25.2,1.01,318.0,119.0,0.195,1,0
141.0,0.1,31.3,141.0,0.0,0.0,-3.98,0.072,326.0,3.06,3.31e-05,96.3,6.13,62.5,96.3,6.0,0.0,5.27,0.0855,324.0,12.3,0.00115,29.5,0.0,6.25,29.5,0.0,0.0,120.0,53.3,14.6,120.0,53.3,0.0,23.4,0.958,316.0,119.0,0.185,1,0
141.0,0.05,12.5,141.0,0.0,0.0,-2.88,0.0688,326.0,4.12,5.09e-05,96.9,5.8,-31.3,96.9,6.0,0.0,6.58,0.102,324.0,13.6,0.00127,29.5,0.0,0.0,29.5,0.0,0.0,125.0,53.3,-22.7,126.0,53.3,9.54e-07,25.0,0.987,316.0,115.0,0.191,1,0
